province_name,district_name,lat,lon,avg_temp,avg_rain,treecover_pct,potential_treecover_pct,missing_treecover_pct,model_potential_treecover_pct,model_missing_treecover_pct
Elazığ,Palu,38.683891493216144,40.071355126229285,13.28323076923077,0.0,1.86,10,8.14,29.750485634920604,27.890485634920605
Elazığ,Sivrice,38.42114193139631,39.12886769213131,13.658076923076925,0.0,0.0,10,10.0,35.82157029401151,35.82157029401151
Erzincan,Kemah,39.60381991193078,39.02807984171855,9.009769230769232,0.0,0.0,10,10.0,48.86465499999992,48.86465499999992
Erzincan,Kemaliye,39.22161286874497,38.597820713163976,12.392615384615386,0.0,1.04,10,8.96,33.633711666666706,32.59371166666671
Erzincan,Merkez,39.709070470902674,39.46140511571247,5.720615384615384,0.0,0.0,10,10.0,46.319240833333254,46.319240833333254
Erzincan,Otlukbeli,39.98395877449107,40.09016155507552,6.764538461538462,0.0,0.0,10,10.0,71.01944619047609,71.01944619047609
Erzincan,Refahiye,39.87494518479539,38.75901587965283,7.114538461538461,0.0,0.0,10,10.0,67.91941119047608,67.91941119047608
Erzincan,Tercan,39.70640038835201,40.35403373045475,6.274153846153846,0.0,0.0,10,10.0,49.9942511309523,49.9942511309523
Erzincan,Çayırlı,39.81310673034024,39.93193177634769,6.764538461538462,0.0,0.0,10,10.0,71.01944619047609,71.01944619047609
Erzincan,Üzümlü,39.6721184494603,39.83522287347834,7.342692307692308,0.0,0.0,10,10.0,34.754345000000015,34.754345000000015
Erzincan,İliç,39.52388791883921,38.5666157668834,9.009769230769232,0.0,0.0,10,10.0,48.86465499999992,48.86465499999992
Erzurum,Aşkale,39.9151418337412,40.63284600712492,6.183999999999999,0.0,0.0,10,10.0,49.9942511309523,49.9942511309523
Erzurum,Horasan,40.03768146720374,42.20933963497644,6.104769230769231,0.0,0.0,10,10.0,41.299385833333254,41.299385833333254
Erzurum,Hınıs,39.35478320127616,41.71943713681075,6.739692307692307,0.0,0.0,10,10.0,71.01944619047609,71.01944619047609
Erzurum,Ilıca,40.06051189027708,40.96586411948908,4.961230769230769,0.0,0.0,5,5.0,0.1098790476190476,0.1098790476190476
Erzurum,Karayazı,39.64162796013903,42.1316745234716,6.739692307692307,0.0,0.0,10,10.0,71.01944619047609,71.01944619047609
Erzurum,Karaçoban,39.32701052554236,42.04459222035834,6.739692307692307,0.0,0.0,10,10.0,71.01944619047609,71.01944619047609
Erzurum,Köprüköy,39.93353079704202,41.93307892221484,6.394384615384615,0.0,0.0,10,10.0,72.4777801785714,72.4777801785714
Erzurum,Merkez,40.01693654095463,41.29563965599053,4.961230769230769,0.0,0.0,5,5.0,0.1098790476190476,0.1098790476190476
Erzurum,Narman,40.30387369662182,41.876795644186885,5.915461538461539,0.0,0.0,10,10.0,46.319240833333254,46.319240833333254
Erzurum,Oltu,40.54118481933966,41.9584050237501,5.915461538461539,0.0,0.0,10,10.0,46.319240833333254,46.319240833333254
Erzurum,Olur,40.849712765087446,42.145239424823885,6.739384615384616,0.0,0.0,10,10.0,71.01944619047609,71.01944619047609
Erzurum,Pasinler,40.00175713156368,41.65538810715601,6.394384615384615,0.0,0.0,10,10.0,72.4777801785714,72.4777801785714
Erzurum,Pazaryolu,40.44410649105653,40.65849911750096,4.714538461538462,0.0,0.22,5,4.78,0.7498457142857144,0.5298457142857145
Erzurum,Tekman,39.60753193621327,41.42922346825596,5.568923076923077,0.0,0.0,10,10.0,44.52970333333324,44.52970333333324
Erzurum,Tortum,40.37590453023648,41.39298011700696,4.3298461538461535,0.0,0.0,5,5.0,16.463062976190457,16.463062976190457
Erzurum,Uzundere,40.57650451547059,41.617590577405295,5.915461538461539,0.0,3.23,10,6.77,46.319240833333254,43.08924083333326
Erzurum,Çat,39.64434908406401,40.92674632515045,6.274153846153846,0.0,0.59,10,9.41,49.9942511309523,49.4042511309523
Erzurum,İspir,40.53903127305815,41.010440924012286,4.3298461538461535,0.0,22.04,5,0.0,16.463062976190457,0.0
Erzurum,Şenkaya,40.56645745377416,42.348716120422495,5.756846153846154,0.0,0.51,10,9.49,46.319240833333254,45.809240833333256
Eskisehir,Alpu,39.83988312055947,31.07249882759193,11.665692307692307,0.0,0.0,10,10.0,33.121019166666684,33.121019166666684
Eskisehir,Beylikova,39.7313679564012,31.28417813418209,11.65023076923077,0.0,0.0,10,10.0,47.73241916666665,47.73241916666665
Eskisehir,Günyüzü,39.4335074401434,31.874961295634886,12.16376923076923,0.0,0.0,10,10.0,24.100916666666684,24.100916666666684
Eskisehir,Han,39.21412280379657,30.78813344360013,10.588384615384616,0.0,0.0,10,10.0,41.4616528174603,41.4616528174603
Eskisehir,Mahmudiye,39.54338396933078,31.02808676975388,11.65023076923077,0.0,0.0,10,10.0,47.73241916666665,47.73241916666665
Eskisehir,Merkez,39.76893817537347,30.586076717492112,11.74946153846154,0.0,0.0,10,10.0,26.48736916666662,26.48736916666662
Eskisehir,Mihalgazi,40.01225192040028,30.615698309231338,11.74946153846154,0.0,24.88,10,0.0,26.48736916666662,1.607369166666622
Eskisehir,Mihalıçcık,39.87486384265517,31.53077474630881,11.665692307692307,0.0,24.17,10,0.0,33.121019166666684,8.951019166666683
Eskisehir,Sarıcakaya,40.09445525583495,30.71246732768952,11.74946153846154,0.0,21.62,10,0.0,26.48736916666662,4.86736916666662
Eskisehir,Seyitgazi,39.38052733519961,30.622506372961663,10.997615384615385,0.0,0.0,10,10.0,66.37531374999986,66.37531374999986
Eskisehir,Sivrihisar,39.40050425959527,31.544173630328824,11.65023076923077,0.0,0.0,10,10.0,47.73241916666665,47.73241916666665
Eskisehir,Çifteler,39.32468419460864,31.079276786337147,11.65023076923077,0.0,0.0,10,10.0,47.73241916666665,47.73241916666665
Eskisehir,İnönü,39.78025420854546,30.142653494305435,12.113923076923076,0.0,0.0,10,10.0,63.038166666666775,63.038166666666775
Gaziantep,Araban,37.43818854151698,37.79557725264918,15.63653846153846,0.0,0.0,10,10.0,30.05289285714291,30.05289285714291
Gaziantep,Karkamış,36.819220074033495,37.87956431534849,17.661153846153844,0.0,0.0,10,10.0,32.068737916666635,32.068737916666635
Gaziantep,Nizip,37.005112141082805,37.77127482802177,16.15107692307692,0.0,0.0,10,10.0,39.46014285714288,39.46014285714288
Gaziantep,Nurdağı,37.164145566714105,36.8617928569572,15.619615384615384,0.0,0.0,10,10.0,55.56129285714292,55.56129285714292
Gaziantep,Oğuzeli,36.83216573670972,37.53786597505074,16.15107692307692,0.0,0.0,10,10.0,39.46014285714288,39.46014285714288
Gaziantep,Yavuzeli,37.29676474471246,37.64446922572372,15.63653846153846,0.0,0.0,10,10.0,30.05289285714291,30.05289285714291
